X4EVERDROP,X1SEX,X1RACE,X1STAGE,X1CONTROL,X1SES_U,X1SCHOOLENG,X1SCHOOLBEL,X1SCHOOLCLI,X1TXMTSCOR,X1REGION,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIID,X1SCIUTI,X1SCIEFF,X1SCIINT,X1PAREDEXPCT,X1STUEDEXPCT,X1PROBLEM,S1MSCORE,y_pred_prob
0,1,"White, non-Hispanic",14,Public,1.1087,-0.2,1.59,-0.13,50.6651,South,0.6,1.31,1.62,0.19,2.15,1.27,1.83,1.7,6,8,0.240296541306325,2.8,0.40589579939842224
0,1,"White, non-Hispanic",14,Public,-0.2325,0.18,0.2,-0.17,70.1355,West,1.76,-0.3,0.1,-0.66,2.15,0.1,0.25,1.38,6,6,0.402800722823181,4.8,0.314609557390213
0,0,"Asian, non-Hispanic",14,Public,-0.1084,-0.2,-0.04,-0.6,46.7008,South,0.0,1.31,1.34,2.08,-0.33,0.52,-0.05,0.94,8,10,-0.249633879908826,4.2,0.45959943532943726
0,0,"White, non-Hispanic",14,Catholic or other private,0.7576,-0.15,1.59,1.25,49.9848,South,-1.73,0.34,-2.09,-0.34,0.91,1.27,-0.05,0.86,6,10,-2.10167907159224,0.0,0.3192402720451355
0,1,"Hispanic, race specified",14,Public,-1.3546,-1.43,-1.56,-0.17,52.9033,South,1.19,-2.13,-0.34,-0.51,-0.97,-1.5,-0.59,0.5,4,6,-0.189572536088338,4.0,0.5887110233306885
0,1,"Black/African-American, non-Hispanic",14,Catholic or other private,1.0433,0.1,1.34,0.72,45.0483,South,0.6,-0.3,0.49,0.55,0.27,-0.89,0.68,0.49,8,8,-2.10167907159224,4.2,0.23297423124313354
0,1,"White, non-Hispanic",14,Public,1.0685,0.21,1.59,-1.04,47.5088,Northeast,-0.57,-2.37,-1.41,-1.68,-0.33,-0.28,-0.89,0.16,6,8,0.140025864633243,1.4,0.32944196462631226
1,0,"Hispanic, race specified",15,Public,-1.0077,0.71,-0.46,-1.08,44.6325,Midwest,0.6,0.67,-0.29,0.21,0.31,-0.47,-0.16,0.63,6,2,-1.67180999419758,3.0,0.6381664872169495
0,1,"Asian, non-Hispanic",14,Public,0.3641,-0.05,1.59,-1.18,68.7845,Midwest,1.76,1.31,1.34,1.6,0.91,1.69,1.42,1.7,8,8,-1.342211593476,5.6,0.2594485580921173
0,1,"Black/African-American, non-Hispanic",15,Catholic or other private,0.5843,-0.2,-2.18,0.51,44.6649,South,-0.6,-1.96,-0.58,-0.09,-0.97,-0.33,-0.49,0.16,4,6,-0.775183596288704,3.6,0.43915531039237976
0,0,"White, non-Hispanic",14,Public,0.4047,1.39,0.21,-0.39,72.1184,Midwest,0.6,-0.7,0.95,0.86,-0.33,0.52,1.1,-0.3,6,6,-0.189572536088338,5.6,0.24448251724243164
0,0,"Black/African-American, non-Hispanic",14,Public,0.1967,-0.2,-0.27,-0.47,43.7061,South,1.76,1.31,1.62,1.72,0.31,0.71,0.67,1.38,10,4,1.24091260777299,3.6,0.4962659776210785
1,0,"White, non-Hispanic",15,Catholic or other private,0.7361,0.16,-0.34,0.8,50.2173,South,-0.57,-1.56,-0.58,-0.29,0.91,-0.47,-0.17,-0.17,10,8,-1.77208067087066,3.6,0.25440940260887146
0,1,"White, non-Hispanic",14,Public,-0.6559,0.16,0.1,-1.84,50.2543,South,-0.57,-0.3,-0.17,0.57,0.27,-0.33,0.25,0.16,6,2,0.0732023221016011,3.0,0.5548217296600342
1,0,"More than one race, non-Hispanic",14,Public,-0.6934,1.09,-0.73,-0.38,48.6572,South,0.6,-0.3,0.1,0.17,-0.33,-0.33,0.25,0.16,8,7,-0.756600533275629,4.0,0.3963366150856018
0,0,"Hispanic, race specified",14,Public,0.7957,0.25,-0.04,-0.83,61.7364,Midwest,1.16,1.31,1.62,0.87,0.91,0.66,1.42,0.54,6,10,-0.756600533275629,3.6,0.3365345895290375
0,1,"Hispanic, race specified",15,Public,-0.4305,1.39,0.78,0.08,52.5956,South,0.0,1.31,1.62,0.29,0.31,0.71,0.25,-1.0,6,8,-0.756600533275629,4.8,0.4137698709964752
0,1,"White, non-Hispanic",14,Public,-0.4896,-0.58,-0.39,-0.86,60.3607,West,1.16,-0.3,0.1,-0.18,0.91,0.1,0.25,0.16,6,8,1.19895749298314,4.0,0.4720936715602875
0,0,"Asian, non-Hispanic",13,Public,1.1814,1.01,1.26,0.64,70.2282,South,-0.57,-2.37,-0.56,-1.01,-0.33,0.71,0.25,0.16,10,10,-0.756600533275629,4.0,0.18584728240966797
0,1,"White, non-Hispanic",15,Public,0.5543,0.16,-0.39,1.34,54.1677,South,-0.57,0.9,-1.0,-0.16,-0.33,-0.89,-0.05,0.16,10,10,-0.763362731986782,4.0,0.3645460903644562
0,1,"Native Hawaiian/Pacific Islander, non-Hispanic",15,Public,-1.2112,1.39,-0.88,0.02,46.8163,Northeast,1.76,-0.13,1.62,0.57,-0.33,-3.1,0.25,0.93,6,2,0.325703146851041,3.0,0.6462833285331726
1,0,"White, non-Hispanic",15,Catholic or other private,0.9638,1.01,-0.04,1.15,54.8097,South,1.76,-1.27,1.62,0.93,0.91,0.1,0.68,-1.05,10,10,-1.40903513600764,5.6,0.20233765244483948
0,0,"Black/African-American, non-Hispanic",15,Catholic or other private,-1.0579,-1.34,0.77,0.77,31.1301,South,-1.13,1.31,1.62,0.49,-0.94,0.1,1.83,0.16,10,2,-1.07943673528606,3.6,0.4707028269767761
0,0,"Black/African-American, non-Hispanic",15,Public,-0.3673,0.71,-0.7,-0.99,39.2645,South,-1.73,1.31,-2.09,-1.38,-1.57,0.28,-0.77,0.16,8,6,0.569894942027905,0.0,0.7164487838745117
0,1,"White, non-Hispanic",14,Public,1.2479,0.52,-0.04,-1.45,52.3484,Midwest,0.6,0.27,0.1,0.19,-0.33,-1.08,0.25,-0.61,8,8,-0.008485291558407,4.2,0.3036210536956787
0,1,"Asian, non-Hispanic",14,Public,1.1335,1.39,0.43,-1.18,62.92,Midwest,0.06,-0.7,-0.58,0.19,-0.94,-0.89,1.0,-1.47,6,8,-1.342211593476,5.6,0.22031952440738678
0,0,"Asian, non-Hispanic",14,Public,2.7261,0.1,-0.04,-1.48,64.9446,West,1.19,-0.7,0.1,0.55,0.91,0.1,-0.05,0.5,10,10,0.402800722823181,6.4,0.18548326194286346
0,0,"White, non-Hispanic",14,Public,1.4111,-0.2,0.21,-1.87,60.6327,South,1.16,1.31,1.62,1.34,-0.33,-0.33,0.25,1.38,8,10,1.48510440294985,5.6,0.31971514225006104
0,1,"Black/African-American, non-Hispanic",14,Catholic or other private,0.5286,1.01,1.59,0.25,50.166,South,1.76,0.9,1.62,1.69,0.91,1.69,1.53,2.03,8,10,-1.8389042134023,3.0,0.26483532786369324
1,0,"Black/African-American, non-Hispanic",14,Public,0.7561,1.09,0.85,0.31,57.8556,West,0.6,-0.3,0.1,0.93,0.91,0.1,0.25,0.09,10,10,-1.18646961067029,4.2,0.2657477855682373
0,1,"White, non-Hispanic",14,Public,0.5013,0.52,-2.02,-2.65,53.8291,Northeast,0.03,-1.74,-0.29,-2.16,0.91,0.71,-0.17,0.16,10,8,2.17774833853445,4.8,0.3467720150947571
0,0,"Black/African-American, non-Hispanic",15,Public,-0.9494,1.09,0.37,-0.15,41.988,South,-1.13,-1.33,-1.02,-1.79,0.31,0.52,-0.05,0.16,6,8,0.425973823524124,3.6,0.5900126695632935
1,0,"Native Hawaiian/Pacific Islander, non-Hispanic",14,Public,1.616,0.71,1.26,-0.43,63.2357,West,1.76,1.31,0.55,2.08,0.91,1.13,0.25,0.54,6,10,0.402800722823181,5.6,0.26225289702415466
1,0,"Black/African-American, non-Hispanic",15,Public,-0.765,0.23,1.1,-0.09,41.6145,Northeast,0.6,0.27,-0.29,1.25,-0.33,0.28,-0.17,0.93,8,8,-0.512408738098765,3.6,0.49891114234924316
0,0,"White, non-Hispanic",15,Public,0.4653,0.52,0.52,-2.57,61.7312,Midwest,1.19,-0.13,0.95,0.55,-0.33,0.28,-1.2,-0.61,10,6,1.52531373580245,5.6,0.29424089193344116
0,0,"Hispanic, race specified",15,Public,-0.7962,-0.96,-1.17,0.19,44.1169,South,1.19,1.31,1.62,0.49,2.15,1.27,1.83,0.49,8,10,0.772608456397355,3.6,0.7183740735054016
1,1,"Black/African-American, non-Hispanic",16,Public,-0.8169,-1.0,1.09,0.22,31.1144,South,0.0,1.31,0.1,0.57,-0.97,-0.52,-0.49,-0.99,4,2,1.15550600222827,2.0,0.881294310092926
0,1,"White, non-Hispanic",15,Public,0.1447,-0.32,-0.37,-0.23,65.3013,Midwest,0.6,-0.93,1.17,-0.66,0.91,-0.33,-0.18,-1.0,10,10,-0.427002132554049,4.8,0.29129958152770996
0,1,"White, non-Hispanic",15,Public,-0.1529,-1.35,-0.39,-0.23,50.9798,South,0.6,-0.3,0.1,-1.21,-0.33,0.1,0.25,-1.37,6,7,0.769088415588478,4.8,0.6131911277770996
0,0,"White, non-Hispanic",15,Public,0.7419,-0.2,0.18,-0.36,43.0262,Northeast,-1.73,-0.3,0.1,-1.61,-0.94,-0.89,-0.48,-0.23,6,4,-0.649567657891394,3.6,0.4747295081615448
0,1,"Black/African-American, non-Hispanic",14,Catholic or other private,0.9144,0.71,-0.39,0.72,50.8314,South,-1.73,-0.3,-1.41,-1.01,2.15,1.27,1.42,1.64,10,10,-2.10167907159224,3.6,0.2173209935426712
0,0,"Hispanic, race specified",14,Public,-0.2637,1.39,-1.19,-1.81,59.6181,West,0.03,-0.07,0.1,-0.64,0.91,-0.89,0.25,-0.28,10,10,0.0799645208127539,5.6,0.3010093867778778
0,0,"More than one race, non-Hispanic",14,Catholic or other private,1.1781,-2.32,1.34,1.08,63.8676,South,-0.57,-0.7,-1.37,-1.49,0.91,0.1,-0.89,-0.28,8,8,-0.835244940109192,5.6,0.20858322083950043
0,1,"Asian, non-Hispanic",14,Public,0.1293,-0.32,-0.47,-1.32,51.3892,South,-1.73,-2.53,-0.61,-0.66,-0.33,-0.33,-0.05,0.16,8,6,1.6288265703778,2.8,0.4253622591495514
1,0,"Hispanic, race specified",15,Public,-1.2013,0.9,-2.77,-0.55,46.4843,South,-1.73,-0.3,-1.02,-0.29,0.91,0.28,0.25,0.15,6,2,1.02510107506726,2.4,0.7748345732688904
0,1,"Black/African-American, non-Hispanic",14,Public,0.4951,-0.34,0.1,-0.59,50.0985,West,1.16,0.5,0.1,0.85,0.91,1.27,0.25,-0.23,5,9,-0.433764331265202,3.6,0.48109671473503113
0,1,"Hispanic, race specified",14,Public,0.2195,-0.09,0.9,-0.52,52.6299,Midwest,1.76,1.31,0.49,-0.85,0.31,0.1,0.25,0.54,10,8,-0.0825396607041021,4.8,0.3128470480442047
0,1,"White, non-Hispanic",14,Public,1.0292,0.29,-0.39,-0.4,37.6361,South,-0.57,-2.37,-1.41,-1.43,-0.33,-1.5,-0.05,0.16,6,8,0.176715156676959,3.6,0.34103161096572876
0,0,"White, non-Hispanic",15,Public,-0.5455,-2.78,-0.13,-0.27,51.7548,Midwest,1.16,-0.13,-0.58,-0.48,-0.97,-0.42,0.81,0.61,8,10,0.402800722823181,4.8,0.5692012906074524
1,0,"Asian, non-Hispanic",14,Public,0.9512,-0.58,0.21,-1.19,55.0656,South,0.6,1.31,0.55,0.49,-0.94,0.1,-0.91,-1.0,8,8,1.74787926113979,4.0,0.4466251730918884
0,1,"White, non-Hispanic",14,Catholic or other private,-0.1378,0.29,0.98,0.68,52.608,Midwest,0.6,-0.3,0.24,0.19,-0.33,0.1,-0.48,0.16,6,6,-1.40903513600764,4.8,0.24353933334350586
0,1,"Asian, non-Hispanic",14,Public,-0.2882,1.39,1.0,-0.39,69.984,West,1.76,0.27,0.94,1.71,0.31,-0.28,0.25,-0.23,8,6,-0.0825396607041021,6.4,0.2680060863494873
0,1,"White, non-Hispanic",14,Catholic or other private,0.6937,0.71,0.98,0.4,48.2719,South,0.6,0.34,-0.17,1.35,0.31,0.15,0.69,0.99,6,8,-0.756600533275629,3.6,0.27421948313713074
0,1,"Asian, non-Hispanic",14,Catholic or other private,0.6951,1.09,0.43,1.0,56.146,Midwest,0.6,-0.3,0.68,-0.11,-0.33,-0.89,-1.2,-1.38,6,10,-1.50930581268072,3.6,0.2155572772026062
0,1,"More than one race, non-Hispanic",14,Public,0.5499,0.29,1.59,-0.15,48.7152,South,0.0,1.31,0.1,-0.96,0.27,1.69,1.83,1.38,6,8,-1.01937539146557,3.6,0.3823895752429962
0,0,"Hispanic, race specified",15,Public,-0.5024,1.01,0.21,-0.59,46.3853,Midwest,-0.57,-0.3,0.1,-0.29,-0.94,-0.89,-0.59,-1.0,6,8,-0.493825675085691,3.6,0.4671628177165985
0,0,"Asian, non-Hispanic",14,Public,-1.0048,0.59,-0.39,-0.71,43.1274,South,0.03,-0.13,-1.41,0.19,0.27,0.84,-0.9,0.54,4,4,1.48510440294985,2.0,0.6858100891113281
0,0,"White, non-Hispanic",14,Public,-1.1645,1.09,-0.04,0.06,49.256,South,0.6,-0.7,-1.02,0.19,-0.33,-0.33,-0.59,0.09,8,8,-0.319969257169814,4.0,0.3724777400493622
0,1,"Black/African-American, non-Hispanic",14,Public,-0.5051,-1.26,0.16,-2.45,40.329,West,-0.53,-0.76,0.1,-0.64,0.91,-0.47,1.53,0.61,10,10,0.325703146851041,2.4,0.6176652312278748
0,0,"White, non-Hispanic",14,Public,-0.269,-0.15,-1.62,-0.89,43.1842,Midwest,1.16,-0.7,-0.17,0.19,-0.33,-1.5,-0.89,-1.05,10,10,1.52179369499357,4.2,0.4497150182723999
0,1,"White, non-Hispanic",15,Public,-0.3144,0.25,0.85,1.61,62.1343,Midwest,1.19,0.34,1.62,0.95,-0.33,-0.89,-0.05,-0.67,6,10,-1.01937539146557,4.0,0.3520429730415344
0,0,"Black/African-American, non-Hispanic",14,Public,0.3047,1.01,0.55,-4.0,48.88,Midwest,0.6,1.31,-0.17,0.56,0.91,-0.89,0.25,0.54,10,10,0.265641803030553,4.2,0.29436028003692627
0,1,"White, non-Hispanic",15,Public,-0.4291,-0.58,-0.39,-0.41,42.4472,West,0.0,0.27,-0.17,-1.38,-0.33,0.1,0.25,-1.0,2,2,-1.67180999419758,2.4,0.7845790982246399
0,0,"Black/African-American, non-Hispanic",14,Public,-1.0635,1.39,-0.39,-2.32,26.0834,Northeast,0.6,-0.3,1.62,0.96,-0.33,-1.93,-0.91,-1.44,10,10,0.180235197485836,1.0,0.6241132616996765
0,1,"White, non-Hispanic",14,Public,0.635,-0.77,-0.64,-0.57,37.701,Northeast,0.0,-0.93,-0.75,-0.96,0.27,-0.89,0.25,-1.05,4,4,0.811043530378325,3.6,0.5603638887405396
1,0,"White, non-Hispanic",15,Public,-1.1994,-0.2,-0.39,-0.53,49.1129,Northeast,1.19,-0.3,0.1,1.35,-0.33,0.1,-1.33,-0.66,4,10,0.0732023221016011,2.0,0.726463258266449
0,0,"Black/African-American, non-Hispanic",14,Public,-0.9166,1.01,-0.39,-0.24,45.4955,South,-0.57,-1.33,-0.17,0.19,-0.33,-0.33,-0.46,-0.61,10,10,-0.923694752480353,4.2,0.3783116340637207
0,1,"Black/African-American, non-Hispanic",14,Public,-0.4281,-0.58,1.26,-0.67,45.7083,South,-1.73,0.9,-0.3,0.19,-0.97,0.71,-0.5,-1.0,8,6,-1.07943673528606,3.6,0.40975460410118103
0,0,"White, non-Hispanic",15,Public,-1.2279,0.29,0.21,-1.94,44.3467,Midwest,0.6,-0.13,-0.17,0.49,0.91,1.69,-0.05,0.86,5,10,0.0028669448406138,4.8,0.6099651455879211
0,1,"White, non-Hispanic",15,Public,0.3505,-2.4,-0.95,0.92,50.998,South,0.0,-0.3,0.1,0.19,0.91,0.1,0.25,0.16,4,3,0.176715156676959,3.6,0.7196639776229858
0,0,"White, non-Hispanic",14,Public,-0.7614,1.01,-0.39,-0.34,51.0108,South,1.16,0.34,0.51,0.21,-0.94,-0.47,-0.48,-1.07,6,10,-0.0757774619929493,4.0,0.4939451813697815
1,0,"White, non-Hispanic",14,Catholic or other private,0.815,0.59,1.0,0.66,43.8999,Northeast,-1.16,-1.33,-1.41,-0.66,1.52,1.69,-0.46,0.54,6,10,-1.67180999419758,4.2,0.21970234811306
0,1,"Asian, non-Hispanic",14,Public,-0.0166,-1.3,-0.95,-0.36,48.2589,South,0.6,0.27,-0.69,-0.66,-1.57,-0.33,-0.89,-0.34,8,6,0.233534342595172,3.6,0.4879561960697174
0,1,"Hispanic, race specified",14,Public,-0.8088,-0.7,-1.21,-2.22,36.6608,West,0.03,-0.3,-0.56,0.57,0.27,0.1,0.25,1.38,10,2,1.91497348034451,4.0,0.6451419591903687
0,0,"Black/African-American, non-Hispanic",15,Public,-0.9853,-2.21,-1.06,-0.11,51.5344,South,0.6,-1.33,-0.56,-1.31,-0.33,-1.5,-2.91,-0.29,2,10,1.31801018374513,3.0,0.806563675403595
0,0,"Hispanic, race specified",15,Public,-0.0285,0.1,0.65,-0.22,52.3013,Midwest,-1.16,0.27,-0.73,-0.34,-1.57,-0.28,-0.48,0.09,10,6,-0.505646539387612,3.6,0.3560854494571686
1,0,"White, non-Hispanic",14,Public,0.2852,0.71,1.09,-1.98,51.2265,West,0.0,-0.7,0.94,1.02,0.27,0.1,1.83,0.49,8,8,-0.505646539387612,5.6,0.3087570071220398
0,0,"White, non-Hispanic",14,Catholic or other private,-0.1091,0.25,0.98,1.43,40.2482,Northeast,1.76,-0.3,1.62,-0.3,-1.57,-2.25,0.13,-2.22,5,2,-0.512408738098765,3.6,0.3511928915977478
0,0,"White, non-Hispanic",14,Public,-0.6564,1.39,0.7,0.13,67.0942,Midwest,1.76,0.9,1.62,0.96,0.91,0.28,1.83,0.54,4,10,-0.512408738098765,5.6,0.2840724587440491
0,0,"Asian, non-Hispanic",14,Public,0.1915,0.71,1.59,-1.81,65.1813,West,1.76,0.9,-0.17,-0.5,0.91,1.69,1.09,1.05,6,8,0.0799645208127539,7.6,0.2565794587135315
1,1,"Hispanic, no race specified",16,Public,-1.0251,-1.93,-2.1,-4.0,30.8361,South,0.6,0.27,0.51,1.42,0.91,1.13,0.25,0.16,2,2,1.85139209571515,2.8,0.9542304277420044
0,1,"White, non-Hispanic",14,Public,0.3789,-0.2,1.59,-0.79,66.0191,Midwest,0.6,0.5,1.62,1.69,0.91,0.41,1.83,-1.47,10,10,1.03186327377842,4.2,0.3115035593509674
1,1,"White, non-Hispanic",15,Public,-0.6498,-0.58,-1.45,-1.0,30.2381,South,-1.73,-0.3,-0.75,-1.01,-0.33,0.1,0.25,-0.67,6,4,0.347329416690561,1.2,0.8127095699310303
0,0,"Black/African-American, non-Hispanic",14,Public,-0.6772,1.01,0.21,-0.88,49.8187,South,0.6,0.9,-0.56,0.85,-0.33,0.1,0.25,0.16,6,2,0.0732023221016011,3.6,0.44762179255485535
0,1,"Black/African-American, non-Hispanic",14,Public,-0.8382,0.6,0.21,-4.22,53.4718,South,0.6,-0.3,0.51,1.23,0.91,1.13,0.25,1.31,8,8,1.91497348034451,3.0,0.5914992690086365
0,1,"Hispanic, race specified",14,Public,-1.2899,-0.88,0.05,-0.13,47.0006,West,1.76,1.31,1.23,0.59,1.52,-0.33,-0.78,-2.22,2,6,-0.427002132554049,1.2,0.8098256587982178
0,0,"White, non-Hispanic",14,Public,-0.8941,0.71,0.85,-0.15,45.6149,South,-1.73,-0.7,-0.58,-0.64,-0.33,-0.33,-0.05,0.87,8,10,-0.756600533275629,2.8,0.3877546489238739
0,0,"White, non-Hispanic",15,Public,-0.4292,1.39,1.26,0.56,49.2989,Midwest,1.19,0.27,1.23,1.69,1.55,0.52,0.68,0.93,8,10,-0.756600533275629,3.0,0.34973540902137756
0,0,"White, non-Hispanic",14,Public,-0.7126,-1.0,-0.37,-1.11,47.4204,South,-0.57,-0.3,-0.58,-1.01,-0.33,0.1,-0.9,-0.67,10,10,0.265641803030553,2.0,0.5435969233512878
0,1,"White, non-Hispanic",15,Catholic or other private,0.6348,-1.0,-1.33,0.35,65.0535,Midwest,-0.57,0.11,-0.17,-0.54,0.91,-1.08,0.97,0.49,6,8,-1.50930581268072,4.2,0.28253185749053955
0,1,"White, non-Hispanic",15,Catholic or other private,1.5201,0.6,-0.04,0.16,58.4576,South,0.03,-0.3,1.21,0.49,0.91,0.1,0.25,-0.21,6,9,0.225432470177959,4.0,0.25494274497032166
1,0,"White, non-Hispanic",15,Public,1.0328,0.04,-1.53,-0.5,54.5024,South,0.6,-0.93,0.1,1.32,-0.33,-0.47,-0.91,-0.21,8,4,0.235706503618457,3.0,0.5264460444450378
0,1,"White, non-Hispanic",15,Public,-0.6869,0.23,1.04,-0.26,45.362,South,-1.73,0.27,-1.29,-0.34,-0.36,1.27,0.38,1.38,8,6,-1.67180999419758,4.2,0.4011670649051666
1,0,"White, non-Hispanic",15,Public,-0.1315,0.23,-2.73,-0.06,38.0307,South,-1.73,-3.51,-2.92,-2.46,0.27,-1.64,-1.74,-0.95,8,4,1.52179369499357,3.6,0.668235182762146
0,0,"White, non-Hispanic",14,Public,-0.6506,-0.7,-0.04,-0.06,51.5303,South,-0.57,0.27,-0.56,-1.01,-0.33,0.1,0.25,-0.67,6,6,1.19895749298314,4.8,0.49860355257987976
0,0,"Black/African-American, non-Hispanic",17,Public,-1.0437,-1.99,1.59,-1.04,44.8625,South,1.19,1.31,0.95,0.98,2.15,1.69,1.53,1.7,2,8,2.11416695390509,4.2,0.9178615212440491
0,1,"Asian, non-Hispanic",14,Public,0.1104,-0.7,-0.62,-1.19,62.0739,South,1.76,-0.3,1.62,0.12,-1.57,-0.28,-1.33,-0.56,10,10,1.74787926113979,4.8,0.40217453241348267
0,0,"Hispanic, race specified",14,Public,0.666,0.18,0.55,-0.43,52.4486,West,-0.57,-0.7,-1.02,0.19,-1.57,-0.33,-0.89,-1.83,8,6,0.402800722823181,3.6,0.3964405655860901
0,0,"Hispanic, no race specified",14,Public,-0.9071,1.39,1.34,-1.12,51.6785,West,0.6,-1.5,-0.17,0.55,-0.33,-1.5,-0.48,-0.61,6,6,1.16226820093942,3.0,0.41735148429870605
0,1,"Hispanic, race specified",14,Public,-0.6514,0.21,-1.28,-2.22,58.7857,West,1.76,-0.13,0.1,-0.03,-0.97,-0.89,-0.46,0.16,8,10,1.91497348034451,5.6,0.4067421555519104
0,1,"White, non-Hispanic",15,Public,0.0474,1.39,1.34,-1.85,43.781,Midwest,0.6,-0.3,-0.17,-0.29,0.91,-0.33,-0.05,-0.23,6,10,1.74787926113979,2.8,0.450991153717041
1,0,"Black/African-American, non-Hispanic",14,Public,-0.1181,-0.58,-0.39,0.21,47.1639,West,0.6,-1.33,0.51,-1.31,0.91,-0.33,-0.17,0.16,8,6,-0.512408738098765,5.6,0.35340678691864014
1,0,"Asian, non-Hispanic",15,Public,0.1867,1.01,-0.04,-1.19,30.9428,South,0.6,-1.74,0.1,-0.18,-1.57,-1.69,-1.2,-2.26,2,6,1.74787926113979,2.0,0.7776774168014526
0,0,"Asian, non-Hispanic",14,Catholic or other private,0.4012,1.09,1.59,1.15,49.4966,Midwest,1.16,0.9,0.55,0.47,0.91,1.27,0.28,0.86,6,10,-2.10167907159224,3.6,0.2224172204732895
0,0,"White, non-Hispanic",14,Public,-0.5597,-0.2,-0.04,0.02,38.876,Midwest,0.6,-0.3,-0.17,0.87,0.91,0.1,-0.49,-0.67,6,2,0.509833598207417,2.4,0.6209288835525513
0,1,"Asian, non-Hispanic",14,Public,0.8213,0.96,-0.39,0.9,64.0448,Midwest,0.6,0.27,0.95,0.49,0.27,0.71,-0.16,0.15,8,6,-0.775183596288704,5.6,0.24354544281959534
0,1,"White, non-Hispanic",15,Public,0.0648,-0.09,0.12,-2.0,58.1901,West,0.0,-0.7,0.1,-0.66,-0.97,-1.45,0.25,-1.0,6,8,1.74787926113979,4.2,0.569855272769928
0,1,"Hispanic, race specified",14,Public,-1.1499,0.14,-0.04,-0.62,50.081,Midwest,0.0,1.31,1.62,1.72,0.27,0.71,0.25,1.38,8,8,1.48510440294985,2.0,0.6045162081718445
0,1,"Asian, non-Hispanic",15,Public,0.1605,0.52,-0.12,-2.12,58.4919,West,-1.73,0.34,0.1,-0.18,0.31,-0.89,0.25,0.54,3,8,0.240296541306325,5.6,0.395068883895874
0,1,"White, non-Hispanic",14,Public,0.4184,1.01,-0.86,0.76,49.4765,Northeast,-0.57,-0.13,-0.3,0.49,0.91,-0.28,0.25,0.86,6,8,-2.10167907159224,3.6,0.34402987360954285
0,0,"White, non-Hispanic",15,Public,-0.1479,0.33,-0.98,-0.4,51.9736,South,0.6,-1.33,-2.09,-2.11,0.91,-0.89,-0.46,0.16,6,8,-1.07943673528606,4.0,0.40134692192077637
1,1,"White, non-Hispanic",15,Public,-0.0109,-0.09,1.34,0.4,58.3204,South,1.16,0.27,1.34,0.85,0.31,1.27,1.53,1.26,4,10,-1.26511401750386,3.0,0.5139230489730835
0,0,"White, non-Hispanic",14,Catholic or other private,0.3746,-0.2,-0.62,1.36,60.5248,West,0.03,-0.7,-0.97,-1.01,-0.33,-0.33,-0.89,-0.67,6,6,-1.342211593476,4.2,0.29694026708602905
0,0,"White, non-Hispanic",14,Catholic or other private,1.5322,1.39,1.59,0.04,55.7389,Midwest,0.6,-0.3,1.62,1.23,0.31,0.1,0.69,0.54,8,10,-1.342211593476,5.6,0.13193196058273315
0,0,"Asian, non-Hispanic",14,Public,-1.2446,1.01,-0.39,0.58,45.4633,Northeast,0.03,-0.76,0.1,0.2,-0.33,-1.32,-0.05,-2.22,10,8,-1.01937539146557,3.6,0.4040120840072632
0,0,"White, non-Hispanic",15,Public,0.3113,1.39,1.59,-0.69,60.7317,Northeast,1.76,1.31,1.62,1.34,2.15,1.69,1.83,1.38,8,6,1.84814993781287,4.0,0.34469693899154663
0,1,"White, non-Hispanic",14,Public,1.0686,1.09,1.59,-0.72,69.1194,Midwest,1.76,1.31,1.62,2.08,0.91,1.13,0.25,1.7,6,8,-0.326731455880967,5.6,0.2062259465456009
0,1,"White, non-Hispanic",14,Catholic or other private,0.9453,1.39,1.59,0.19,71.2543,South,-1.73,-0.3,1.62,0.2,0.27,1.69,-0.59,1.7,10,8,-1.18646961067029,5.6,0.13665345311164856
0,1,"White, non-Hispanic",14,Public,0.2103,0.1,-0.39,-0.59,47.8177,Midwest,-0.57,0.27,-0.29,-0.16,-0.33,0.15,-0.17,0.16,10,5,-0.493825675085691,2.4,0.3873235583305359
0,0,"White, non-Hispanic",14,Public,-0.224,1.39,-0.59,0.17,59.1694,South,0.6,0.27,0.1,0.07,-0.33,-0.33,1.22,-0.56,6,10,-0.427002132554049,4.8,0.35469940304756165
0,0,"White, non-Hispanic",15,Public,-1.0048,1.39,0.52,-0.75,49.6874,West,0.6,0.04,1.62,0.31,-0.33,-0.89,0.25,0.56,8,10,0.832669800217844,4.8,0.40342119336128235
0,1,"White, non-Hispanic",14,Public,0.9992,-0.01,1.0,-0.7,68.1649,South,1.16,-0.76,1.34,0.49,-0.97,-0.47,-0.89,0.16,8,8,-0.170989473075263,5.6,0.25004249811172485
1,0,"Hispanic, race specified",16,Public,-1.2318,-0.58,-0.04,-0.07,59.1439,South,0.6,-0.3,0.1,0.49,-0.94,-0.33,-0.05,-0.62,10,6,-0.493825675085691,4.2,0.6051392555236816
0,0,"Hispanic, race specified",15,Public,0.9618,0.23,0.52,0.17,61.2462,South,0.6,0.27,0.55,-1.01,1.52,0.52,0.68,1.31,10,6,-0.16422727436411,4.2,0.3047349452972412
0,1,"Black/African-American, non-Hispanic",15,Public,-0.3736,-0.43,0.05,0.06,55.9951,Midwest,1.19,1.31,0.78,0.92,0.34,1.69,-0.59,0.6,10,10,0.58847800504098,2.4,0.5706043839454651
